map.put(001,霍亂(虎烈拉)
36314,轉移性散布性視網膜炎及視網膜脈絡膜炎
36315,色素上皮病變之散布性視網膜炎及視網膜脈絡膜炎
3632,其他脈絡膜視網膜炎及視網膜脈絡膜炎
36320,脈絡膜視網膜炎
36321,睫狀體扁平部炎
36322,原田氏病
3633,脈絡膜視網膜疤痕
36330,脈絡膜視網膜疤痕
36331,陽光視網膜病變
36332,其他黃斑疤痕
36333,後極部之其他疤痕
36334,周邊視網膜疤痕
36335,脈絡視網膜散布性疤痕
3634,脈絡膜退化
36340,脈絡膜退化
36341,老年性脈絡膜萎縮
36342,瀰漫續發性脈絡膜萎縮
36343,脈絡膜血管狀劃痕
3635,遺傳性脈絡膜失養症
36350,遺傳性脈絡膜失養症或萎縮
36351,視乳頭周圍部份脈絡膜失養症
36352,視乳頭周圍全部脈絡膜失養症
36353,脈絡膜中央部份失養症
36354,脈絡膜中央全部萎縮
36355,脈絡膜缺失症
36356,其他瀰漫性或普遍性遺傳性脈絡膜部分失養症
36357,其他瀰漫性或普遍性遺傳性脈絡膜全部失養症
3636,脈絡膜出血及破裂
36361,脈絡膜出血
36362,排出性脈絡膜出血
36363,脈絡膜破裂
3637,脈絡膜剝離
36370,脈絡膜剝離
36371,漿液性脈絡膜剝離
36372,出血性脈絡膜剝離
3638,脈絡膜之其他疾患
3639,脈絡膜疾患
364,虹膜及睫狀體疾患
3640,急性及亞急性虹膜睫狀體炎
36400,急性及亞急性虹膜睫狀體炎
36401,原發性虹膜睫狀體炎
36402,復發性虹膜睫狀體炎
36403,續發性感染性虹膜睫狀體炎
36404,續發性非感染性虹膜睫狀體炎
36405,前房蓄膿
3641,慢性虹膜睫狀體炎
36410,慢性虹膜睫狀體炎
36411,特定疾病引起之慢性虹膜睫狀體炎
3642,其他類型之虹膜睫狀體炎
36421,Fuchs氏虹膜異色性睫狀體炎
36422,青光眼睫狀體危象
36423,水晶體引發的虹膜睫狀體炎
36424,Vogt-Koyanag氏徵候群
3643,虹膜睫狀體炎
3644,虹膜及睫狀體血管疾患
36441,眼前房出血
36442,虹膜發紅
3645,虹膜及睫狀體退化
36451,本態性或進行性虹膜萎縮
36452,虹膜層裂
36453,色素性虹膜退化
36454,瞳孔邊緣退化
36455,瞳孔邊緣之縮瞳性囊腫
36456,房角之退化性變化
36457,睫狀體之退化性變化
36459,其他虹膜萎縮
3646,虹膜，睫狀體及前房囊腫
36460,虹膜，睫狀體及前房自發性囊腫
36461,虹膜，睫狀體及前房植入性囊腫
36462,虹膜或前房滲出性囊腫
36463,睫狀體扁平部原發性囊腫
36464,睫狀體扁平部滲出性囊腫
3647,虹膜及睫狀體黏連及分裂
36470,虹膜黏連
36471,虹膜後黏連
36472,虹膜前黏連
36473,隅角虹膜黏連
36474,瞳孔膜
36475,瞳孔異常
36476,虹膜分離
36477,前房隅角回縮
3648,虹膜及睫狀體之其他疾患
3649,虹膜及睫狀體疾患
365,青光眼
3650,臨界性青光眼（疑似青光眼）
36500,前青光眼
36501,開放性隅角併臨界性之青光眼
36502,隅角解剖性狹窄
36503,類固醇反應之青光眼
36504,高眼壓症
3651,隅角開放性青光眼
36510,隅角開放性青光眼
36511,原發性隅角開放性青光眼
36512,低眼壓性青光眼
36513,色素性青光眼
36514,兒童青光眼
36515,隅角開放性青光眼殘餘期
3652,原發性隅角閉鎖性青光眼
36520,原發性隅角閉鎖性青光眼
36521,間歇性隅角閉鎖性青光眼
36522,急性隅角閉鎖性青光眼
36523,慢性隅角閉鎖性青光眼
36524,隅角閉鎖性青光眼殘餘期
3653,副腎皮質素誘發之青光眼
36531,副腎皮質素誘發之青光眼，青光眼期
36532,副腎皮質素誘發之青光眼，殘餘期
3654,與先天異常，失養症及全身性徵候群有關之青光眼
36541,與房角異常有關之青光眼
36542,與虹膜異常有關之青光眼
36543,與其他前房異常有關之青光眼
36544,與全身性徵候群有關之青光眼
3655,與水晶體疾患有關之青光眼
36551,水晶體溶解性青光眼
36552,水晶體偽性剝落之青光眼
36559,與其他水晶體疾患有關之青光眼
3656,與其他眼部疾患有關之青光眼
36560,與有眼部疾患有關之青光眼
36561,與瞳孔阻斷有關之青光眼
36562,與眼部炎症有關之青光眼
36563,與血管疾患有關之青光眼
36564,與腫瘤或囊腫有關之青光眼
36565,與眼部外傷有關之青光眼
3658,其他特定型之青光眼
36581,房水分泌過多性青光眼
36582,併上鞏膜靜脈壓上升之青光眼
36589,其他特定之青光眼
3659,青光眼
366,白內障
3660,嬰兒、青年及初老期白內障
36600,非老年期白內障
36601,前囊下極部白內障
36602,後囊下極部白內障
36603,皮質，層狀或帶狀白內障
36604,核白內障
36609,其他混合型之非老年性白內障
3661,老年性白內障
36610,老年性白內障
36611,水晶體囊之偽性剝落
36612,初期老年性白內障
36613,前囊下極部老年性白內障
36614,後囊下極部老年性白內障
36615,皮質老年性白內障
36616,核硬化性老年性白內障
36617,全部或成熟性白內障
36618,過熟性白內障
36619,其他及混合型之老年性白內障
3662,外傷性白內障
36620,外傷性白內障
36621,局部外傷性水晶體混濁
36622,完全外傷性白內障
36623,部份吸收之外傷性白內障
3663,眼球疾患所致之續發性白內障
36630,併發性白內障
36631,青光眼性斑點（囊下的）
36632,發炎性疾患所致之白內障
36633,併有新生血管之白內障
36634,退化性疾患所致之白內障
3664,與其他疾患有關之白內障
36641,糖尿病性白內障
36642,破傷風性白內障
36643,肌強直性白內障
36644,與其他徵候群有關之白內障
36645,毒性白內障
36646,與放射線及其他物理性影響有關之白內障
3665,後發性白內障
36650,後發性白內障
36651,Soemmering氏環白內障
36652,其他後發性白內障，無視力矇矓
36653,後發性白內障，視力矇矓
3668,其他白內障
3669,白內障
367,屈光及調節之疾患
3670,遠視
3671,近視
3672,散光
36720,散光
36721,規則性散光
36722,不規則性散光
3673,兩眼不等視和影像不等
36731,兩眼不等視
36732,兩眼影像不等
3674,老花眼
3675,調節作用疾患
36751,調節作用麻痺
36752,全部或完全內眼肌麻痺
36753,調節作用痙攣
3678,其他屈光及調節疾患
36781,短暫性屈光改變
36789,其他屈光及調節疾患
3679,屈光及調節疾患
368,視覺障礙
3680,廢用性弱視
36800,弱視
36801,斜視性弱視
36802,剝奪性弱視
36803,屈光性弱視
3681,自覺性視覺障礙
36810,自覺性視覺障礙
36811,突發性視覺喪失
36812,短暫性視覺喪失
36813,視覺不適
36814,對形狀及大小之視覺變形
36815,其他視覺變形及正位呈相現象
36816,心因性視覺障礙
3682,複視
3683,兩眼視機能之其他疾患
36830,兩眼視機能疾患
36831,兩眼視機能壓抑
36832,無視像湊合之同時性視覺
36833,伴有立體感缺損之視覺融像
36834,視網膜調合異常
3684,視野缺損
36840,視野缺損
36841,中心區盲點
36842,盲點區盲點
36843,扇形或弧形缺損
36844,其他局部視野缺損
36845,全面性視野收縮或狹窄
36846,同側雙邊視野缺損
36847,異側雙邊視野缺損
3685,色覺不足
36851,紅色盲
36852,綠色盲
36853,黃藍色盲
36854,色盲
36855,後天性色覺不足
36859,其他色覺不足
3686,夜盲
36860,夜盲
36861,先天性夜盲
36862,後天性夜盲
36863,暗適應曲線異常
36869,其他夜盲
3688,其他特定之視覺障礙
3689,視覺障礙
369,失明及低視力
3690,雙眼深度損害
36900,雙眼深度損害程度不明
36901,較佳之眼：完全損害；較差之眼：完全損害
36902,較佳之眼：幾近完全損害；較差之眼：損害程度不明
36903,較佳之眼：幾近完全損害；較差之眼：完全損害
36904,較佳之眼：幾近完全損害；較差之眼：幾近完全損害
36905,較佳之眼：深度損害；較差之眼：損害程度不明
36906,較佳之眼：深度損害；較差之眼：完全損害
36907,較佳之眼：深度損害；較差之眼：幾近完全損害
36908,較佳之眼：深度損害；較差之眼：深度損害
3691,較佳之眼：中重度損害；較差之眼：深度損害
36910,較佳之眼和較差之眼視力損害程度不明
36911,較佳之眼：嚴重損害；較差之眼：失明
36912,較佳之眼：嚴重損害；較差之眼：完全損害
36913,較佳之眼：嚴重損害；較差之眼：幾近完全損害
36914,較佳之眼：嚴重損害；較差之眼：深度損害
36915,較佳之眼：中度損害；較差之眼：失明
36916,較佳之眼：中度損害；較差之眼：完全損害
36917,較佳之眼：中度損害；較差之眼：幾近完全損害
36918,較佳之眼：中度損害；較差之眼：深度損害
3692,雙眼中度或重度損害
36920,雙眼中重度損害程度不明
36921,較佳之眼：嚴重損害；較差之眼：損害程度不明
36922,較佳之眼：嚴重損害；較差之眼：嚴重損害
36923,較佳之眼：中度損害；較差之眼：損害程度不明
36924,較佳之眼：中度損害；較差之眼：嚴重損害
36925,較佳之眼：中度損害；較差之眼：中度損害
3693,兩眼視力完全喪失
3694,法定失明，依美國所定義
3696,一眼視力深度損害
36960,一眼視力深度損害程度不明
36961,一眼：完全損害；另一眼：不明
36962,一眼：完全損害；另一眼：幾近正常視力
36963,一眼：完全損害；另一眼：正常視力
36964,一眼：幾近完全損害；另一眼：不明
36965,一眼：幾近完全損害；另一眼：幾近正常視力
36966,一眼：幾近完全損害；另一眼：正常視力
36967,一眼：深度損害；另一眼：不明
36968,一眼：深度損害；另一眼：幾近正常視力
36969,一眼：深度損害；另一眼：正常視力
3697,一眼視力中度或嚴重損害
36970,一眼視力中度或嚴重損害程度不明
36971,一眼：嚴重損害；另一眼：不明
36972,一眼：嚴重損害；另一眼：幾近正常視力
36973,一眼：嚴重損害；另一眼：正常視力
36974,一眼：中度損害；另一眼：不明
36975,一眼：中度損害；另一眼：幾近正常視力
36976,一眼：中度損害；另一眼：正常視力
3698,一眼視力完全喪失
3699,視力喪失
370,角膜炎
3700,角膜潰瘍
37000,角膜潰瘍
37001,邊緣性角膜潰瘍
37002,環狀角膜潰瘍
37003,中央角膜潰瘍
37004,前房蓄膿性潰瘍
37005,黴菌性角膜潰瘍
37006,穿孔性角膜潰瘍
37007,Mooren氏潰瘍
3702,未伴有結膜炎之表層角膜炎
37020,表層角膜炎
37021,點狀角膜炎
37022,斑狀角膜炎
37023,絲狀性角膜炎
37024,光害性角膜炎
3703,特定型之角膜結膜炎
37031,小水皰性角膜結膜炎
37032,侵及角膜輪部及角膜之春季結膜炎
37033,乾性角膜結膜炎，未明示為Sjoren氏徵候群
37034,曝露性角膜結膜炎
37035,神經失養性角膜結膜炎
3704,其他角膜結膜炎
37040,角膜結膜炎
37044,發疹之角膜炎或角膜結膜炎
37049,其他角膜結膜炎
3705,間質性及深層角膜炎
37050,間質性角膜炎
37052,濔漫性間質性角膜炎
37054,硬化性角膜炎
37055,角膜膿瘍
37059,其他間質性及深層角膜炎
3706,角膜新生血管
37060,角膜新生血管
37061,角膜局部新生血管形成
37062,角膜血管翳
37063,角膜深層新生血管形成
37064,空翳血管(角膜)
3708,其他形態之角膜炎
3709,角膜炎
371,角膜混濁及角膜之其他疾患
3710,角膜疤痕及混濁
37100,角膜混濁
37101,角膜輕微混濁
37102,角膜週邊混濁
37103,角膜中央混濁
37104,黏連性角膜白斑
37105,結核性角膜
3711,角膜色素沈著及沈澱物
37110,角膜沈澱物
37111,角膜前部色素沈著
37112,角膜基質色素沈著
37113,角膜後部色素沈著
37114,Kayser-Fleischer氏環
37115,與新陳代謝疾患有關之其他角膜沈澱物
37116,角膜銀沈澱物
3712,角膜水腫
37120,角膜水腫
37121,自發性角膜水腫
37122,續發性角膜水腫
37123,水泡狀角膜病變
37124,配帶隱形眼鏡造成之角膜水腫
3713,角膜層之變化
37130,角膜層之變化
37131,Bowman氏層皺襞及破裂
37132,Descenet氏層皺襞
37133,Descemet氏層破裂
3714,角膜變性
37140,角膜退化
37141,老年期角膜變化
37142,復發性角膜靡爛
37143,帶狀角膜病變
37144,角膜其他鈣變性
37145,角膜軟化症，NOS
37146,角膜結節性退化
37148,周邊角膜退化
37149,其他角膜退化
3715,遺傳性角膜失養症
37150,角膜失養症
37151,青少年角膜上皮失養症
37152,其他角膜前部失養症
37153,角膜顆粒性失養症
37154,角膜格子狀失養症
37155,角膜斑狀失養症
37156,其他角膜基質失養症
37157,角膜上皮失養症
37158,其他角膜後部失養症
3716,錐形角膜
37160,錐形角膜
37161,錐形角膜，穩定狀況
37162,錐形角膜，急性水腫
3717,其他角膜之畸形
37170,角膜畸形
37171,角膜膨出
37172,後彈力層膨出
37173,角膜葡萄腫
3718,其他角膜疾患
37181,角膜麻木及感覺遲鈍
37182,因配帶隱形眼鏡造成之角膜疾患
37189,其他角膜疾患
3719,角膜疾患
372,結膜疾患
3720,急性結膜炎
37200,急性結膜炎
37201,除病毒外之漿液性結膜炎
37202,急性濾泡性結膜炎
37203,其他黏液膿性結膜炎
37204,偽膜性結膜炎
37205,急性特應性結膜炎
3721,慢性結膜炎
37210,慢性結膜炎
37211,單純慢性結膜炎
37212,慢性濾泡性結膜炎
37213,春季結膜炎
37214,其他慢性過敏性結膜炎
37215,寄生物性結膜炎
3722,眼瞼結膜炎
37220,眼瞼結膜炎
37221,角眥眼瞼結膜炎
37222,接觸性眼瞼結膜炎
3723,其他結膜炎
37230,結膜炎
37231,酒渣鼻結膜炎
37233,黏膜皮膚疾病造成之結膜炎
37239,其他結膜炎
3724,翼狀贅肉
37240,翼狀贅肉
37241,周邊翼狀贅肉，穩定性
37242,周邊翼狀贅肉，進行性
37243,中央翼狀贅肉
37244,雙翼狀贅肉
37245,復發性翼狀贅肉
3725,結膜之變性及沈澱物
37250,結膜變性
37251,瞼裂斑
37252,假性翼狀贅肉
37253,結膜乾燥症
37254,結膜凝結
37255,結膜色素沈著
37256,結膜沈澱物
3726,結膜疤痕
37261,結膜肉芽腫
37262,結膜局部黏連
37263,眼瞼眼球黏連
37264,結膜結疤
3727,結膜之血管疾患及囊腫
37271,結膜充血
37272,結膜出血
37273,結膜水腫
37274,結膜血管異常
37275,結膜囊腫
3728,結膜之其他疾患
37281,結膜鬆弛
37289,結膜之其他疾患
3729,結膜疾患
373,眼瞼發炎
3730,眼瞼緣炎
37300,眼瞼緣炎
37301,潰瘍性眼瞼緣炎
37302,麟狀眼瞼緣炎
3731,麥粒腫及其他眼瞼深部發炎
37311,外麥粒腫
37312,內麥粒腫
37313,眼瞼膿瘍
3732,霰粒腫
3733,眼瞼之非感染性皮膚病
37331,眼瞼濕疹性皮膚炎
37332,接觸性及過敏性眼瞼皮膚炎
37333,眼瞼乾皮症
37334,眼瞼盤狀紅斑性狼瘡
3734,造成畸形之傳染性眼瞼皮膚炎
3735,眼瞼之其他傳染性皮膚炎
3736,眼瞼寄生蟲感染
3738,眼瞼其他炎症
3739,眼瞼發炎
374,眼瞼其他疾患
3740,眼瞼內翻及倒睫
37400,眼瞼內翻
37401,老年性眼瞼內翻
37402,機械性眼瞼內翻
37403,痙攣性眼瞼內翻
37404,瘢痕性眼瞼內翻
37405,無眼瞼內翻之倒睫
3741,眼瞼外翻
37410,眼瞼外翻
37411,老年性眼瞼外翻
37412,機械性眼瞼外翻
37413,痙攣性眼瞼外翻
37414,瘢痕性眼瞼外翻
3742,兔眼
